価格,占有面積,所在地,バルコニー,沿線・駅,間取り,築年月,地下鉄,市電,ＪＲ,徒歩,バス,停歩
580,60.76,北海道札幌市清田区北野六条２,7.3,中央バス「北野５－２」徒歩3分,3DK,1979/9,0,0,0,3,,,
580,103.89,北海道札幌市西区山の手四条１０,16.04,地下鉄東西線「琴似」バス8分停歩2分,5LDK,1980/7,1,0,0,,8,2,
580,114.92,北海道札幌市南区真駒内南町４,12.12,地下鉄南北線「真駒内」徒歩18分,4LDK,1978/8,1,0,0,18,,,
580,62,北海道札幌市豊平区旭町６-2-1,6.8,地下鉄東豊線「学園前」徒歩6分,3LDK,1974/11,1,0,0,6,,,
580,41.41,北海道札幌市中央区北四条西１１,3.48,ＪＲ函館本線「札幌」徒歩15分,2DK,1979/6,0,0,1,15,,,
580,52.25,北海道札幌市西区山の手五条９,6.54,JRバス「山の手4条11丁目」徒歩4分,2LDK,1977/8,0,0,0,4,,,
580,52.8,北海道札幌市白石区北郷五条３,-,ＪＲ函館本線「白石」徒歩17分,2LDK,1979/7,0,0,1,17,,,
590,77.69,北海道札幌市白石区平和通６丁目南6-9,8,地下鉄東西線「南郷７丁目」徒歩13分,3LDK,1973/11,1,0,0,13,,,
590,60.45,北海道札幌市白石区北郷二条４,6.75,ＪＲ函館本線「白石」徒歩7分,2LDK,1977/11,0,0,1,7,,,
590,63.15,北海道札幌市豊平区平岸一条２１-2-11,4.04,地下鉄南北線「澄川」徒歩11分,2LDK,1977/10,1,0,0,11,,,
590,51.25,北海道札幌市中央区南八条西４-422,-,地下鉄南北線「中島公園」徒歩3分,ワンルーム,1973/9,1,0,0,3,,,
590,31.21,北海道札幌市中央区北五条西１０-３番地１,3.36,ＪＲ函館本線「札幌」徒歩10分,ワンルーム,1981/7,0,0,1,10,,,
598,66.32,北海道札幌市南区南三十二条西９-1番1,6,じょうてつバス「南33条西11丁目」徒歩3分,3LDK,1981/10,0,0,0,3,,,
600,40.5,北海道札幌市中央区南二十条西１２,2.89,札幌市電「石山通」徒歩5分,1LDK,1991/11,0,1,0,5,,,
600,42.35,北海道札幌市白石区北郷八条７,-,ＪＲ函館本線「白石」徒歩20分,2LDK,1994/2,0,0,1,20,,,
600,54,北海道札幌市南区真駒内南町４,10,地下鉄南北線「真駒内」徒歩18分,2LDK,1983/11,1,0,0,18,,,
620,37.48,北海道札幌市中央区南六条西１３,2.98,札幌市電「西線６条」徒歩4分,1LDK,1980/10,0,1,0,4,,,
620,65.91,北海道札幌市西区琴似二条３,7.26,地下鉄東西線「琴似」徒歩5分,3DK,1977/10,1,0,0,5,,,
620,37.48,北海道札幌市中央区南六条西１３-４－３３,2.98,札幌市電「西線６条」徒歩4分,1LDK,1980/10,0,1,0,4,,,
630,44.77,北海道札幌市西区八軒六条西４,6,ＪＲ札沼線「八軒」徒歩12分,3K,1979/11,0,0,1,12,,,
630,44.77,北海道札幌市西区八軒六条西４,6,ＪＲ札沼線「八軒」徒歩12分,3DK,1979/11,0,0,1,12,,,
630,44.77,北海道札幌市西区八軒六条西４-266-1,6,ＪＲ札沼線「八軒」徒歩12分,3DK,1979/11,0,0,1,12,,,
630,58.76,北海道札幌市南区真駒内本町６-3-15,8.31,中央バス「真駒内本町」徒歩2分,2LDK,1985/6,0,0,0,2,,,
630,75.97,北海道札幌市東区北八条東１７,10.62,地下鉄東豊線「環状通東」徒歩14分,4LDK,1987/7,1,0,0,14,,,
648,62.88,北海道札幌市豊平区中の島一条７-４－１,-,札幌市電「幌南小学校前」徒歩10分,3DK,1970/6,0,1,0,10,,,
648,60.18,北海道札幌市豊平区中の島一条７-4-1,-,札幌市電「幌南小学校前」徒歩10分,3DK+S（納戸）,1970/6,0,1,0,10,,,
650,38.6,北海道札幌市中央区南二十条西７,2.3,札幌市電「幌南小学校前」徒歩1分,1LDK,1991/8,0,1,0,1,,,
650,60.13,北海道札幌市豊平区旭町６,3.87,地下鉄東豊線「学園前」徒歩10分,2LDK,1974/11,1,0,0,10,,,
650,38.6,北海道札幌市中央区南二十条西７,2.3,札幌市電「幌南小学校前」徒歩1分,1LDK,1991/8,0,1,0,1,,,
650,61.06,北海道札幌市中央区南三十条西１１,7.26,地下鉄南北線「真駒内」バス13分停歩2分,2LDK,1981/9,1,0,0,,13,2,
650,38.6,北海道札幌市中央区南二十条西７-３－１,2.3,札幌市電「幌南小学校前」徒歩1分,1LDK,1991/8,0,1,0,1,,,
650,38.6,北海道札幌市中央区南二十条西７,2.3,札幌市電「幌南小学校前」徒歩1分,1LDK,1991/8,0,1,0,1,,,
650,61.06,北海道札幌市中央区南三十条西１１,7.26,札幌市電「石山通」徒歩19分,2LDK,1981/9,0,1,0,19,,,
650,38.6,北海道札幌市中央区南二十条西７,2.3,札幌市電「幌南小学校前」徒歩1分,1LDK,1991/8,0,1,0,1,,,
650,61.06,北海道札幌市中央区南三十条西１１,7.26,地下鉄南北線「真駒内」バス17分停歩2分,2LDK,1981/9,1,0,0,,17,2,
650,40.81,北海道札幌市中央区南六条西８-８－１９,5.97,札幌市電「東本願寺前」徒歩4分,1LDK,1985/7,0,1,0,4,,,
650,83.63,北海道札幌市豊平区中の島一条７,15.78,地下鉄南北線「南平岸」徒歩15分,2LDK,1974/6,1,0,0,15,,,
650,65.42,北海道札幌市西区八軒七条東５,7.04,ＪＲ札沼線「八軒」徒歩11分,3LDK,1985/10,0,0,1,11,,,
650,58.02,北海道札幌市西区琴似一条６-4-19,-,地下鉄東西線「琴似」徒歩2分,1K,1974/7,1,0,0,2,,,
650,75,北海道札幌市南区北ノ沢９,8.77,じょうてつバス「北ノ沢8丁目」徒歩2分,3LDK,1990/8,0,0,0,2,,,
650,42.35,北海道札幌市白石区北郷八条７,-,ＪＲ函館本線「白石」徒歩20分,2LDK,1994/2,0,0,1,20,,,
650,65.85,北海道札幌市中央区南八条西８-515,-,札幌市電「山鼻９条」徒歩3分,3LDK,1974/10,0,1,0,3,,,
650,98.5,北海道札幌市南区石山一条２,4.62,じょうてつバス「啓北商業高校」徒歩5分,4LDK,1995/2,0,0,0,5,,,
658,63.02,北海道札幌市豊平区平岸一条２１,4.04,地下鉄南北線「澄川」徒歩12分,2LDK,1977/10,1,0,0,12,,,
658,63.02,北海道札幌市豊平区平岸一条２１,4.04,地下鉄南北線「澄川」徒歩14分,2LDK,1977/10,1,0,0,14,,,
658,63.02,北海道札幌市豊平区平岸一条２１,4.04,地下鉄南北線「澄川」徒歩12分,2LDK,1977/10,1,0,0,12,,,
660,92.59,北海道札幌市白石区北郷九条３,12.09,ＪＲ函館本線「白石」バス15分停歩6分,4LDK,1990/10,0,0,1,,15,6,
660,44.42,北海道札幌市西区二十四軒三条７-５－２８,-,地下鉄東西線「琴似」徒歩8分,2DK,1975/9,1,0,0,8,,,
680,57.65,北海道札幌市白石区北郷一条４-３,-,ＪＲ函館本線「白石」徒歩7分,3LDK,1977/12,0,0,1,7,,,
680,68.75,北海道札幌市西区西野二条３,5.76,地下鉄東西線「発寒南」徒歩12分,3LDK,1971/7,1,0,0,12,,,
680,57.76,北海道札幌市白石区北郷一条４-３－１２,3.09,ＪＲ函館本線「白石」徒歩7分,3LDK,1977/12,0,0,1,7,,,
680,59.4,北海道札幌市南区澄川五条３,2.62,地下鉄南北線「澄川」徒歩9分,2LDK,1977/7,1,0,0,9,,,
680,62.06,北海道札幌市豊平区中の島二条１０,3.3,地下鉄南北線「澄川」徒歩15分,3LDK,1978/6,1,0,0,15,,,
680,51.66,北海道札幌市中央区宮の森三条４-２－５,-,地下鉄東西線「西２８丁目」徒歩8分,2DK,1983/7,1,0,0,8,,,
680,68.75,北海道札幌市西区西野二条３,5.76,地下鉄東西線「発寒南」徒歩12分,3LDK,1971/7,1,0,0,12,,,
680,57.65,北海道札幌市白石区北郷一条４-468番地363,-,ＪＲ函館本線「白石」徒歩7分,3LDK,1977/12,0,0,1,7,,,
680,34.12,北海道札幌市中央区大通西１９,11.33,地下鉄東西線「西１８丁目」徒歩1分,1DK,1986/6,1,0,0,1,,,
680,68.75,北海道札幌市西区西野二条３,5.76,地下鉄東西線「発寒南」徒歩12分,3LDK,1971/7,1,0,0,12,,,
680,68.75,北海道札幌市西区西野二条３,5.76,地下鉄東西線「発寒南」徒歩12分,3LDK,1971/7,1,0,0,12,,,
680,34.12,北海道札幌市中央区大通西１９,11.33,地下鉄東西線「西１８丁目」徒歩1分,1DK,1986/6,1,0,0,1,,,
680,60.59,北海道札幌市南区真駒内上町３,10.64,地下鉄南北線「真駒内」徒歩10分,2LDK,1974/9,1,0,0,10,,,
680,34.12,北海道札幌市中央区大通西１９,11.33,地下鉄東西線「西１８丁目」徒歩3分,1DK,1986/6,1,0,0,3,,,
680,68.75,北海道札幌市西区西野二条３-１－１０,5.76,地下鉄東西線「発寒南」徒歩12分,3LDK,1971/7,1,0,0,12,,,
690,52.37,北海道札幌市豊平区平岸七条１３,2.85,地下鉄南北線「南平岸」徒歩13分,3DK,1980/11,1,0,0,13,,,
690,57.65,北海道札幌市中央区南十二条西１７,-,札幌市電「西線１１条」徒歩5分,2LDK,1983/6,0,1,0,5,,,
690,52.37,北海道札幌市豊平区平岸七条１３,2.85,地下鉄南北線「南平岸」徒歩13分,3DK,1980/11,1,0,0,13,,,
690,58.25,北海道札幌市中央区宮の森二条４-26-2,-,地下鉄東西線「西２８丁目」徒歩8分,1LDK+S（納戸）,1987/12,1,0,0,8,,,
690,31.08,北海道札幌市中央区南九条西３,-,地下鉄南北線「中島公園」徒歩2分,ワンルーム,1974/5,1,0,0,2,,,
695,37.54,北海道札幌市豊平区平岸三条５-４－１７,2.7,地下鉄南北線「平岸」徒歩3分,1LDK,1980/9,1,0,0,3,,,
695,37.54,北海道札幌市豊平区平岸三条５,2.7,地下鉄南北線「平岸」徒歩3分,1LDK,1980/9,1,0,0,3,,,
698,70.87,北海道札幌市南区南三十二条西１１-３－１,4.08,地下鉄南北線「真駒内」バス14分停歩2分,2LDK,1982/4,1,0,0,,14,2,
698,70.87,北海道札幌市南区南三十二条西１１,4.08,じょうてつバス「南33西11」徒歩2分,2LDK,1982/4,0,0,0,2,,,
698,70.87,北海道札幌市南区南三十二条西１１,4.08,地下鉄南北線「真駒内」バス13分停歩2分,2LDK,1982/4,1,0,0,,13,2,
698,66.02,北海道札幌市豊平区平岸一条２１-2-11,4.04,地下鉄南北線「澄川」徒歩12分,2LDK,1977/10,1,0,0,12,,,
698,70.87,北海道札幌市南区南三十二条西１１,4.08,じょうてつバス「南33西11」徒歩2分,2LDK,1982/4,0,0,0,2,,,
698,63.02,北海道札幌市豊平区平岸一条２１,4.04,地下鉄南北線「澄川」徒歩13分,2LDK,1977/10,1,0,0,13,,,
700,51.15,北海道札幌市中央区南十二条西１,7.07,地下鉄南北線「幌平橋」徒歩7分,2LDK,1980/11,1,0,0,7,,,
700,33.07,北海道札幌市中央区南九条西３,-,地下鉄南北線「中島公園」徒歩2分,1K,1974/5,1,0,0,2,,,
700,61.49,北海道札幌市西区二十四軒二条４,7.15,地下鉄東西線「二十四軒」徒歩1分,2LDK+S（納戸）,1974/7,1,0,0,1,,,
700,72.47,北海道札幌市南区中ノ沢３,-,地下鉄南北線「真駒内」バス13分停歩1分,2LDK,1994/5,1,0,0,,13,1,
740,75.9,北海道札幌市南区南三十二条西１１-435番1,4.2,札幌市電「石山通」徒歩22分,3LDK,1982/4,0,1,0,22,,,
740,75.9,北海道札幌市南区南三十二条西１１-3-1,4.2,地下鉄東西線「西１１丁目」バス20分停歩2分,3LDK,1982/4,1,0,0,,20,2,
748,58.64,北海道札幌市豊平区平岸四条９-1-3,6.6,地下鉄南北線「平岸」徒歩7分,3LDK,1973/11,1,0,0,7,,,
750,51.3,北海道札幌市豊平区平岸一条１６,6.48,地下鉄南北線「南平岸」徒歩13分,2LDK,1976/8,1,0,0,13,,,
750,51.3,北海道札幌市豊平区平岸一条１６,6.48,地下鉄南北線「南平岸」徒歩13分,2LDK,1976/8,1,0,0,13,,,
750,70.87,北海道札幌市南区南三十二条西１１-3-1,4,札幌市電「石山通」徒歩23分,3LDK,1982/4,0,1,0,23,,,
750,51.3,北海道札幌市豊平区平岸一条１６,6.48,地下鉄南北線「南平岸」徒歩13分,2LDK,1976/8,1,0,0,13,,,
750,51.3,北海道札幌市豊平区平岸一条１６-3-14,6.48,地下鉄南北線「南平岸」徒歩14分,2LDK,1976/8,1,0,0,14,,,
750,35.41,北海道札幌市北区北十八条西４,7.35,地下鉄南北線「北１８条」徒歩1分,2DK,1981/5,1,0,0,1,,,
750,51.3,北海道札幌市豊平区平岸一条１６,6.48,地下鉄南北線「南平岸」徒歩13分,2LDK,1976/8,1,0,0,13,,,
750,51.3,北海道札幌市豊平区平岸一条１６-３－１４,6.48,地下鉄南北線「南平岸」徒歩13分,2DK,1976/8,1,0,0,13,,,
750,51.3,北海道札幌市豊平区平岸一条１６,6.48,地下鉄南北線「南平岸」徒歩13分,2DK,1976/8,1,0,0,13,,,
750,62.09,北海道札幌市中央区南十九条西１６-８－１,-,札幌市電「ロープウェイ入口」徒歩3分,2LDK,1974/7,0,1,0,3,,,
750,70.87,北海道札幌市南区南三十二条西１１,4.08,札幌市電「石山通」徒歩24分,2LDK,1982/4,0,1,0,24,,,
750,81.9,北海道札幌市中央区円山西町１-1-1,8.73,ＪＲ北海道バス「円山公園駅前」徒歩2分,3LDK+S（納戸）,1982/11,0,0,1,2,,,
750,31.47,北海道札幌市白石区東札幌三条３,9,地下鉄東西線「東札幌」徒歩5分,1LDK,1982/10,1,0,0,5,,,
750,61.03,北海道札幌市白石区東札幌四条５,3.98,地下鉄東西線「白石」徒歩5分,3LDK,1974/7,1,0,0,5,,,
770,46.48,北海道札幌市中央区宮の森二条８,8.04,地下鉄東西線「西２８丁目」徒歩10分,2LDK,1991/5,1,0,0,10,,,
780,74,北海道札幌市豊平区平岸一条１３,9.99,地下鉄南北線「南平岸」徒歩8分,2LDK,1974/4,1,0,0,8,,,
780,81.9,北海道札幌市中央区円山西町１,8.73,地下鉄東西線「円山公園」徒歩20分,3LDK+S（納戸）,1982/11,1,0,0,20,,,
780,67.75,北海道札幌市西区西野一条５,8.21,地下鉄東西線「発寒南」徒歩15分,3LDK,1979/10,1,0,0,15,,,
780,65.3,北海道札幌市南区真駒内緑町３-１－３４,-,地下鉄南北線「真駒内」徒歩4分,2LDK,1978/4,1,0,0,4,,,
780,89.54,北海道札幌市豊平区中の島一条６,3.12,地下鉄南北線「中の島」徒歩13分,3LDK,1974/2,1,0,0,13,,,
780,68.75,北海道札幌市西区西野二条３,5.76,地下鉄東西線「発寒南」徒歩13分,3LDK,1971/7,1,0,0,13,,,
780,65.34,北海道札幌市北区北二十七条西４,3.7,地下鉄南北線「北２４条」徒歩5分,3LDK,1978/11,1,0,0,5,,,
780,71.12,北海道札幌市豊平区平岸七条１４-2-12,11.11,地下鉄南北線「南平岸」徒歩14分,4LDK,1981/6,1,0,0,14,,,
780,81.9,北海道札幌市中央区円山西町１-1-2,8.73,ＪＲ北海道バス「円山公園駅前」徒歩2分,4LDK,1982/11,0,0,1,2,,,
780,80.14,北海道札幌市南区石山一条５,7.04,じょうてつバス「石山２条４丁目」徒歩3分,3LDK,1990/10,0,0,0,3,,,
780,64.31,北海道札幌市中央区宮の森三条１０,2.2,JRバス「彫刻美術館入口」徒歩2分,2LDK,1987/1,0,0,0,2,,,
790,68.75,北海道札幌市西区西野二条３-1-20,5.76,地下鉄東西線「発寒南」徒歩10分,3LDK,1971/7,1,0,0,10,,,
790,64.98,北海道札幌市南区真駒内柏丘１０,15.61,地下鉄南北線「真駒内」徒歩23分,2LDK,1982/6,1,0,0,23,,,
790,69.69,北海道札幌市中央区南二十八条西１２,5.53,札幌市電「中央図書館前」徒歩14分,3LDK,1990/11,0,1,0,14,,,
790,68.75,北海道札幌市西区西野二条３,5.76,地下鉄東西線「発寒南」徒歩10分,3LDK,1971/7,1,0,0,10,,,
790,73.73,北海道札幌市中央区南二十条西５,2.7,札幌市電「山鼻１９条」徒歩2分,4LDK,1983/11,0,1,0,2,,,
790,61.06,北海道札幌市中央区円山西町８,5.62,地下鉄東西線「円山公園」バス11分停歩2分,2LDK,1991/2,1,0,0,,11,2,
790,68.75,北海道札幌市西区西野二条３-１,5.76,地下鉄東西線「発寒南」徒歩10分,3LDK,1971/7,1,0,0,10,,,
790,62.87,北海道札幌市西区二十四軒二条５-1-17,8.8,地下鉄東西線「二十四軒」徒歩1分,1LDK,1974/2,1,0,0,1,,,
798,45.41,北海道札幌市西区二十四軒二条１-2-27,8.4,地下鉄東西線「二十四軒」徒歩9分,1LDK,1978/12,1,0,0,9,,,
798,45.41,北海道札幌市西区二十四軒二条１,8.4,地下鉄東西線「二十四軒」徒歩9分,1LDK,1978/12,1,0,0,9,,,
800,61.7,北海道札幌市豊平区中の島二条１０,8.98,地下鉄南北線「澄川」徒歩17分,3LDK,1974/6,1,0,0,17,,,
800,72.24,北海道札幌市清田区真栄五条１,8.29,地下鉄東豊線「福住」バス18分停歩5分,3LDK,1993/11,1,0,0,,18,5,
800,77.7,北海道札幌市北区北二十一条西８,7.5,地下鉄南北線「北２４条」徒歩11分,3LDK,1974/7,1,0,0,11,,,
800,76.92,北海道札幌市豊平区月寒西三条７-４－２０,10.07,地下鉄東豊線「月寒中央」徒歩8分,4LDK,1986/9,1,0,0,8,,,
800,91.49,北海道札幌市南区真駒内本町７,14.67,地下鉄南北線「真駒内」バス8分停歩1分,3LDK,1980/3,1,0,0,,8,1,
800,76.92,北海道札幌市豊平区月寒西三条７-4-20,10.07,地下鉄東豊線「月寒中央」徒歩8分,4LDK,1986/9,1,0,0,8,,,
810,63,北海道札幌市中央区南十六条西８,7.2,札幌市電「静修学園前」徒歩4分,3LDK,1981/11,0,1,0,4,,,
830,58.02,北海道札幌市西区琴似一条６,-,地下鉄東西線「琴似」徒歩2分,2LDK,1974/7,1,0,0,2,,,
830,58.02,北海道札幌市西区琴似一条６,-,地下鉄東西線「琴似」徒歩2分,2LDK,1974/7,1,0,0,2,,,
830,58.02,北海道札幌市西区琴似一条６,-,地下鉄東西線「琴似」徒歩2分,2LDK,1974/7,1,0,0,2,,,
830,58.02,北海道札幌市西区琴似一条６,-,地下鉄東西線「琴似」徒歩2分,2LDK,1974/7,1,0,0,2,,,
830,34.12,北海道札幌市中央区大通西１９,11.33,地下鉄東西線「西１８丁目」徒歩1分,1DK,1986/6,1,0,0,1,,,
830,34.12,北海道札幌市中央区大通西１９-２－５,11.33,地下鉄東西線「西１８丁目」徒歩1分,1DK,1986/6,1,0,0,1,,,
830,75.35,北海道札幌市南区川沿四条３,8.76,地下鉄南北線「真駒内」バス15分停歩3分,3LDK,1994/2,1,0,0,,15,3,
830,58.02,北海道札幌市西区琴似一条６-４－１９,-,地下鉄東西線「琴似」徒歩2分,2LDK,1974/7,1,0,0,2,,,
830,58.02,北海道札幌市西区琴似一条６,-,地下鉄東西線「琴似」徒歩4分,2LDK,1974/7,1,0,0,4,,,
830,58.02,北海道札幌市西区琴似一条６,-,地下鉄東西線「琴似」徒歩2分,2LDK,1974/7,1,0,0,2,,,
848,44.27,北海道札幌市中央区南二条西２３,3.15,地下鉄東西線「円山公園」徒歩4分,1LDK,1987/6,1,0,0,4,,,
848,44.27,北海道札幌市中央区南二条西２３,3.15,地下鉄東西線「円山公園」徒歩4分,1LDK,1985/3,1,0,0,4,,,
848,44.27,北海道札幌市中央区南二条西２３,3.15,地下鉄東西線「円山公園」徒歩4分,1LDK,1985/3,1,0,0,4,,,
850,50.5,北海道札幌市西区西町南１３,8.58,地下鉄東西線「発寒南」徒歩13分,2DK,1992/10,1,0,0,13,,,
850,77.71,北海道札幌市西区西町南３,4.05,地下鉄東西線「発寒南」徒歩10分,3LDK,1979/12,1,0,0,10,,,
850,72.92,北海道札幌市中央区南二十一条西８,6,札幌市電「幌南小学校前」徒歩3分,2LDK,1970/7,0,1,0,3,,,
850,68.78,北海道札幌市白石区中央二条１,-,中央バス「中央3条1丁目」徒歩1分,2LDK,1995/2,0,0,0,1,,,
850,66.39,北海道札幌市中央区南十二条西１７,-,札幌市電「西線１１条」徒歩5分,3LDK,1983/6,0,1,0,5,,,
850,77.71,北海道札幌市西区西町南３,4.05,地下鉄東西線「発寒南」徒歩10分,3LDK,1979/12,1,0,0,10,,,
850,77.6,北海道札幌市豊平区平岸一条５,7,地下鉄南北線「平岸」徒歩8分,3LDK,1974/9,1,0,0,8,,,
850,33.49,北海道札幌市中央区北一条西８,0.3,地下鉄東西線「西１１丁目」徒歩3分,ワンルーム,1991/,1,0,0,3,,,
850,61.54,北海道札幌市中央区南二十三条西８-１－１,7.3,札幌市電「東屯田通」徒歩3分,2LDK,1985/9,0,1,0,3,,,
850,77.71,北海道札幌市西区西町南３-３－５,4.05,地下鉄東西線「発寒南」徒歩10分,3LDK,1979/12,1,0,0,10,,,
850,61.36,北海道札幌市西区八軒四条西４-３－５,8.73,ＪＲ函館本線「琴似」徒歩14分,2LDK,1990/11,0,0,1,14,,,
850,53.91,北海道札幌市中央区宮の森三条５-２－２５,-,地下鉄東西線「西２８丁目」徒歩9分,3LDK,1987/8,1,0,0,9,,,
850,89.55,北海道札幌市清田区北野五条４,12.96,地下鉄東西線「南郷１８丁目」バス6分停歩7分,4LDK,1994/3,1,0,0,,6,7,
